ObsTime,avg_price_per_kg,vege_id,StnPres,Temperature,RH,WS,Precp,typhoon
2022-01-01,9.115384615,45,1013.185427112526,17.70400324117153,80.01641812481961,2.132030338198012,0.4351020780082844,0
2022-01-02,9.7,45,1011.589496917382,17.9125735123773,80.28654852200278,2.324993838597545,0.452239669792643,0
2022-01-03,13.6,45,1010.38765607517,18.36213299263973,79.48270844846029,2.194606274060277,0.0171375917843585,0
2022-01-04,10.56923077,45,1009.167986386587,18.86026037128338,82.87175072280098,1.957765776887128,4.13870739527122,0
2022-01-05,11.38461538,45,1006.931514019518,19.54114898106834,85.59786995524907,1.643361670764227,0.7711916302961361,0
2022-01-06,11.93,45,1008.629263704191,18.2546236327848,84.69065045514965,3.508616789794308,4.564387901634443,0
2022-01-07,11.56666667,45,1010.531999195732,17.42647350624328,84.46494361221394,3.009290388540777,2.666512859805366,0
2022-01-08,10.67142857,45,1008.842985838906,17.60975153528457,82.31004428405326,2.724177233700078,0.8580570811492305,0
2022-01-09,9.5,45,1006.549486981094,18.0911561556792,81.26912977173237,2.316485879708612,0.1393214954079753,0
2022-01-10,15.5,45,1005.645315773245,18.31631963137836,82.94911114238974,2.318918812158282,0.0,0
2022-01-11,10.39333333,45,1007.660407464498,15.64265764153563,79.91361338596177,3.524536943221444,0.3481320955395281,0
2022-01-12,10.36428571,45,1009.943758020092,14.75604855294672,75.80039155028005,1.763265978707289,0.0,0
2022-01-13,12.65,45,1010.007277697969,15.30986472024768,77.20612613184963,2.564907650161593,1.217397513969954,0
2022-01-14,10.57333333,45,1010.429191759549,15.18803224248213,75.5703288970323,2.200912524241696,0.0,0
2022-01-15,10.56428571,45,1010.101839931694,17.60026451585343,78.13020249654551,1.831449044106331,0.0,0
2022-01-16,9.816666667,45,1009.937412432779,18.99639962555104,81.10933364843204,2.143989284910369,0.0856879589217929,0
2022-01-17,12.05,45,1009.215699082307,18.86344023001474,86.00752872719667,2.992422885256065,1.555395225214321,0
2022-01-18,10.73333333,45,1008.622967839396,18.0740671294382,87.60699936003569,2.925207276424612,1.892995320620215,0
2022-01-19,9.6,45,1007.081820049532,18.29773322003656,85.12765455125,3.07948143446212,2.368465421935579,0
2022-01-20,10.00769231,45,1007.109635563998,18.22396860176693,84.96675490023185,2.717938046961388,3.83116948073891,0
2022-01-21,8.716153846,45,1007.848010866523,18.07639661878664,89.97999302255403,2.23181407981782,7.854345643998002,0
2022-01-22,8.109090909,45,1004.520925266022,17.96799918861176,95.15763765394604,1.972634548599226,25.78653578843771,0
2022-01-23,9.488888889,45,1001.705815494476,20.0183488071251,91.94260400995026,1.299997679205075,2.24611185382634,0
2022-01-24,15.2,45,1003.721249335253,19.04478282562464,92.1929059118246,2.263549314222215,4.081276737063658,0
2022-01-25,11.46666667,45,1006.007526399556,19.42203063531453,86.76771264916756,2.4809195605633,2.39507873040058,0
2022-01-26,11.16153846,45,1006.791688309163,19.87706537740918,87.11217302121767,2.247689939607302,0.0342751835687171,0
2022-01-27,12.67272727,45,1006.434538542448,20.34831495911842,86.42275170424392,2.317221092479639,0.0342751835687171,0
2022-01-28,10.69166667,45,1005.63663142025,19.36695535119173,91.66635802376166,2.782135123115774,6.810258276406539,0
2022-01-29,8.82,45,1002.462816798776,17.63101499384134,94.42202057853652,2.532574184654767,14.92384153995629,0
2022-01-30,9.425,45,1005.320462599466,15.93484471622771,85.82487261642724,3.544148988462021,0.8905625113985948,0
2022-01-31,8.95,45,1009.064724006138,15.84671117344321,77.2937158624074,2.600205058319728,0.0,0
2022-02-05,13.5,45,1011.984895671026,15.89387607940925,79.48341267622297,3.195431593919216,0.1393214954079753,0
2022-02-06,10.13,45,1011.734767404319,16.37286166473975,79.69096006562305,2.956058774028785,0.1393214954079753,0
2022-02-07,11.76363636,45,1007.074683098534,17.17208208987104,85.01997404817287,1.965248184029316,3.100381486656045,0
2022-02-08,11.87272727,45,1007.900476235334,17.42443215145768,86.10821560034242,3.089029184783472,1.844290474800412,0
2022-02-09,11.76666667,45,1008.169433391953,18.70667770744347,83.69575853162553,2.033270833892423,0.0211283526929162,0
2022-02-10,11.43333333,45,1007.314789885223,18.69533900173231,85.61516089749453,2.721966330810901,0.4531784073787862,0
2022-02-11,12.11538462,45,1006.640155879375,18.78711170157124,87.65277365115946,2.228381199671611,0.1393214954079753,0
2022-02-12,10.65,45,1004.686081960071,19.22523314746892,85.45060334506648,2.6849937263231,0.0896787198303505,0
2022-02-13,11.35833333,45,1003.270380084595,19.6734463955248,84.61240237600109,2.819519151829553,5.523739116909462,0
2022-02-14,11.2,45,1005.529478387991,16.80836062606421,88.21113924742167,3.050144149433453,4.778765342576715,0
2022-02-15,10.8,45,1006.704906502772,17.15784497829269,79.68414925134853,2.368870554685048,0.0,0
2022-02-16,13.9,45,1005.427877936319,17.75099335499592,82.12439631263341,3.01489032977469,0.0342751835687171,0
2022-02-17,12.825,45,1004.344877129312,17.9004957943636,85.81554510201366,2.75622726784794,0.0140855684619441,0
2022-02-18,10.92307692,45,1004.360675855189,18.49392271437984,87.99605249898269,2.663933203825218,1.674856473552796,0
2022-02-19,10.45,45,1005.13002843008,17.25156281234888,91.05608477514716,3.983317112870869,9.424428324542154,0
2022-02-20,12.33636364,45,1009.332152491425,12.58111686920794,89.41812287534307,4.875357861100628,14.92043518807065,0
2022-02-21,13.05,45,1010.890835612139,13.55732223121635,91.16013580141774,2.537691893456481,6.448524754872026,0
2022-02-22,12.05384615,45,1009.751392449571,16.19837737412529,92.33530931335687,2.651149642392202,9.73795046697954,0
2022-02-23,11.25,45,1010.551190074884,14.97611889699395,92.20827796058128,3.76277110170805,18.24843477785817,0
2022-02-24,11.11428571,45,1013.129872300142,15.42816233296438,82.57554542103739,3.60490362745039,0.3926944661843066,0
2022-02-25,12.01333333,45,1012.402610230228,17.29913340559061,82.0200380993744,2.194218105705569,0.1393214954079753,0
2022-02-26,11.22307692,45,1010.313387686944,18.19286482211621,84.74883494725566,1.770753506659518,0.0,0
2022-02-27,11.10909091,45,1009.307347691501,18.83120234839801,78.8617553192072,2.111078701373527,0.0,0
2022-02-28,11.6,45,1008.284848919673,19.92004547936533,77.18897831213721,1.615613219740805,0.0,0
2022-03-01,10.78571429,45,1006.84039077942,21.66428117245191,79.79104568173317,1.238248856854465,0.0,0
2022-03-02,10.57857143,45,1006.983954845409,21.12277836257855,85.09771263410636,2.417520365488917,0.1393214954079753,0
2022-03-03,11.10714286,45,1006.407511276736,20.83811723560601,84.1401322195891,1.943315343863764,0.1393214954079753,0
2022-03-04,9.914285714,45,1003.952230078543,22.01790466585209,79.42084442842177,1.292264742593036,0.0,0
2022-03-05,9.95,45,1003.648982690841,21.50753342355452,81.90386395924604,2.23666102921162,1.114571963263802,0
2022-03-06,9.969230769,45,1005.241882865715,21.16472228779172,77.72636372374353,2.530802315920571,0.0,0
2022-03-07,11.0,45,1004.578912066107,17.04979114214876,87.33229583987585,3.14617269425259,3.529665201713363,0
2022-03-08,10.58571429,45,1006.508899002565,16.66512601026462,67.90505556763495,2.930164302696284,0.0,0
2022-03-09,11.25,45,1007.131523788764,18.5329355509088,69.68359613540407,2.002285640700965,0.0,0
2022-03-10,10.88,45,1006.164037673827,19.62686081884765,70.30430508827786,1.763076070591599,0.0,0
2022-03-11,10.72142857,45,1004.158103805118,20.45027203276442,71.42704622913955,1.85752529050328,0.0,0
2022-03-12,11.29285714,45,1003.887890229002,20.84293908755381,77.95369836813201,1.801068414569827,0.0,0
2022-03-13,10.88333333,45,1003.272644228847,22.2787913916171,76.16191722032575,1.561400682573856,1.288168642240495,0
2022-03-14,11.93333333,45,1002.348812738823,22.79763156374204,76.48309895130193,1.480061783805425,0.8657626337503554,0
2022-03-15,11.27142857,45,1001.206447250454,22.68116787192827,79.67171906003836,2.063480217516676,0.0,0
2022-03-16,10.49285714,45,1001.966161755709,22.43026874531391,84.41357118720094,1.724973786655553,0.0,0
2022-03-17,10.76428571,45,999.3950885681066,23.46052392869642,82.01672855681335,1.538358461358149,2.018124292465618,0
2022-03-18,10.10666667,45,998.1241941638648,22.86998535776937,85.19132484803244,2.183733171840693,0.3266633869749596,0
2022-03-19,10.11428571,45,1000.8480084225,22.02092423227556,83.50135964352592,1.777922627024842,0.4179644862239258,0
2022-03-20,9.541666667,45,1003.744406357089,22.54775086903159,87.42410020247738,1.945857880817117,1.845454623872395,0
2022-03-21,11.66666667,45,1003.876172966724,23.2124927158531,89.28090882603104,1.714519926797062,3.78667774030428,0
