vege_id,vege_name,ObsTime,avg_price_per_kg,StnPres,Temperature,RH,WS,Precp,typhoon
42,絲瓜,2022/1/3 00:00,20.1,1003.53,18.04,76.92,2.69,0.01,0
52,花椰菜,2022/1/3 00:00,21.78,1014.05,18.02,78.84,4.07,0.0,0
29,芹菜,2022/1/3 00:00,26.2,1019.29,18.13,77.22,4.1,0.0,0
46,苦瓜,2022/1/3 00:00,49.5,1010.0,19.15,75.05,2.52,0.04,0
34,薑,2022/1/3 00:00,78.4,973.35,16.57,81.47,1.05,0.17,0
8,青江菜,2022/1/3 00:00,18.7,1016.11,17.95,75.73,3.51,0.0,0
51,青花菜,2022/1/3 00:00,23.3,1019.18,18.13,76.92,3.77,0.0,0
33,馬鈴薯,2022/1/3 00:00,29.2,1011.3,17.65,78.29,2.94,0.0,0
3,高麗菜,2022/1/3 00:00,9.38,1001.81,17.34,79.32,2.48,0.0,0
2,空心菜,2022/1/3 00:00,35.0,1013.47,17.8,76.32,3.3,0.0,0
4,莧菜,2022/1/3 00:00,26.43,1013.49,17.74,75.17,3.18,0.0,0
6,芥藍,2022/1/3 00:00,50.33,1018.48,18.14,76.24,3.81,0.0,0
14,地瓜葉,2022/1/3 00:00,23.55,1015.77,17.92,75.66,3.47,0.0,0
16,美生菜,2022/1/3 00:00,11.55,1019.2,18.2,76.4,3.9,0.0,0
27,玉米筍,2022/1/3 00:00,28.05,964.27,16.26,77.79,1.49,0.01,0
39,蓮藕,2022/1/3 00:00,39.83,1014.51,17.6,77.82,2.81,0.0,0
41,茄子,2022/1/3 00:00,52.55,998.12,19.0,74.4,2.28,0.06,0
45,冬瓜,2022/1/4 00:00,10.57,1009.31,18.92,84.25,1.72,4.87,0
43,南瓜,2022/1/4 00:00,11.1,1013.22,18.9,82.28,2.19,2.3,0
32,地瓜,2022/1/4 00:00,24.45,1017.99,18.54,81.99,3.24,0.0,0
